"Customer ID#","Account No.","Currency","Type","Balance"
"ID531","BOS43247531","SGD","CURRENT","241608"
"ID532","BOS718532","SEK","CURRENT","971489"
"ID533","BOS47721533","AUD","SAVINGS","661693"
"ID534","BOS15170534","SEK","CURRENT","764212"
"ID535","BOS60959535","CAD","CURRENT","673985"
"ID536","BOS14165536","CHF","CURRENT","56808"
"ID537","BOS2241537","INR","SAVINGS","463667"
"ID538","BOS96106538","AUD","SAVINGS","777307"
"ID539","BOS30069539","SGD","CURRENT","318548"
"ID540","BOS91033540","AUD","CURRENT","125402"
"ID541","BOS65544541","SGD","SAVINGS","110852"
"ID542","BOS57516542","INR","SAVINGS","392033"
"ID543","BOS71063543","HKD","SAVINGS","483528"
"ID544","BOS22163544","HKD","CURRENT","134817"
"ID545","BOS43136545","SGD","CURRENT","351718"
"ID546","BOS32639546","CAD","CURRENT","469652"
"ID547","BOS84377547","GBP","SAVINGS","87792"
"ID548","BOS62795548","INR","CURRENT","929815"
"ID549","BOS5154549","CAD","CURRENT","531760"
"ID550","BOS6161550","EUR","CURRENT","304800"
"ID551","BOS65914551","USD","SAVINGS","676037"
"ID552","BOS85310552","INR","SAVINGS","715605"
"ID553","BOS97947553","EUR","SAVINGS","654016"
"ID554","BOS93354554","SEK","CURRENT","766873"
"ID555","BOS49532555","GBP","SAVINGS","32215"
"ID556","BOS4010556","AUD","SAVINGS","189304"
"ID557","BOS76499557","AUD","SAVINGS","396332"
"ID558","BOS29340558","GBP","SAVINGS","934472"
"ID559","BOS40565559","USD","CURRENT","947653"
"ID560","BOS62671560","AUD","CURRENT","511168"
"ID561","BOS69944561","SGD","SAVINGS","861484"
"ID562","BOS37784562","CAD","SAVINGS","581875"
"ID563","BOS58215563","SEK","CURRENT","823440"
"ID564","BOS24721564","SGD","SAVINGS","844957"
"ID565","BOS1482565","CAD","CURRENT","608756"
"ID566","BOS33723566","SEK","SAVINGS","823786"
"ID567","BOS77802567","SGD","SAVINGS","916735"
"ID568","BOS6414568","SGD","CURRENT","837323"
"ID569","BOS9606569","USD","CURRENT","429233"
"ID570","BOS36785570","AUD","CURRENT","978086"
"ID571","BOS9587571","AUD","CURRENT","202219"
"ID572","BOS66999572","INR","SAVINGS","964608"
"ID573","BOS51196573","EUR","CURRENT","796203"
"ID574","BOS86238574","GBP","CURRENT","46442"
"ID575","BOS25793575","AUD","CURRENT","728303"
"ID576","BOS94856576","SGD","SAVINGS","996544"
"ID577","BOS24514577","CHF","CURRENT","314808"
"ID578","BOS70751578","SEK","CURRENT","506845"
"ID579","BOS60052579","CAD","SAVINGS","366955"
"ID580","BOS4618580","CAD","CURRENT","289077"
"ID581","BOS49949581","AUD","SAVINGS","590486"
"ID582","BOS72785582","SEK","SAVINGS","262996"
"ID583","BOS56953583","SEK","CURRENT","920674"
"ID584","BOS81723584","HKD","CURRENT","681709"
"ID585","BOS71640585","HKD","CURRENT","88004"
"ID586","BOS40088586","AUD","CURRENT","477633"
"ID587","BOS85755587","CAD","SAVINGS","376284"
"ID588","BOS16965588","USD","CURRENT","868657"
"ID589","BOS90673589","AUD","CURRENT","492720"
"ID590","BOS38828590","USD","SAVINGS","612571"
"ID591","BOS95245591","USD","CURRENT","484442"
"ID592","BOS7911592","CHF","SAVINGS","467923"
"ID593","BOS38375593","SGD","CURRENT","619637"
"ID594","BOS8389594","CAD","SAVINGS","188094"
"ID595","BOS88303595","SGD","CURRENT","988966"
"ID596","BOS78025596","SGD","SAVINGS","228324"
"ID597","BOS28771597","AUD","SAVINGS","676743"
"ID598","BOS6927598","CHF","SAVINGS","348619"
"ID599","BOS65827599","AUD","SAVINGS","102863"
"ID600","BOS2153600","CAD","CURRENT","357228"
"ID601","BOS71657601","CHF","SAVINGS","540696"
"ID602","BOS86524602","SEK","SAVINGS","400939"
"ID603","BOS1624603","EUR","CURRENT","383743"
"ID604","BOS90931604","AUD","CURRENT","767314"
"ID605","BOS25973605","CAD","SAVINGS","972066"
"ID606","BOS41257606","SGD","SAVINGS","595271"
"ID607","BOS36308607","EUR","SAVINGS","971277"
"ID608","BOS4342608","CHF","SAVINGS","191258"
"ID609","BOS44164609","AUD","SAVINGS","406116"
"ID610","BOS31734610","SGD","CURRENT","633012"
"ID611","BOS38611611","HKD","CURRENT","237755"
"ID612","BOS60212612","USD","SAVINGS","993246"
"ID613","BOS18251613","CHF","CURRENT","591073"
"ID614","BOS13239614","SEK","CURRENT","78685"
"ID615","BOS38247615","AUD","CURRENT","746407"
"ID616","BOS56206616","GBP","SAVINGS","216252"
"ID617","BOS27770617","CAD","CURRENT","293196"
"ID618","BOS98160618","GBP","SAVINGS","686267"
"ID619","BOS92825619","USD","CURRENT","715187"
"ID620","BOS93431620","AUD","SAVINGS","301931"
"ID621","BOS93735621","CHF","CURRENT","592775"
"ID622","BOS70999622","GBP","SAVINGS","634795"
"ID623","BOS65015623","CAD","SAVINGS","607075"
"ID624","BOS85390624","HKD","SAVINGS","24019"
"ID625","BOS23803625","GBP","SAVINGS","771679"
"ID626","BOS33238626","SEK","SAVINGS","25345"
"ID627","BOS22897627","CAD","CURRENT","896726"
"ID628","BOS69652628","AUD","CURRENT","771444"
"ID629","BOS9117629","CHF","CURRENT","414595"
"ID630","BOS61241630","GBP","SAVINGS","320312"
"ID631","BOS46517631","GBP","CURRENT","477434"
"ID632","BOS63846632","AUD","CURRENT","659350"
"ID633","BOS67982633","EUR","SAVINGS","75213"
"ID634","BOS67497634","EUR","CURRENT","921091"
"ID635","BOS98251635","CAD","SAVINGS","847976"
"ID636","BOS45286636","GBP","SAVINGS","76370"
"ID637","BOS52614637","USD","SAVINGS","617245"
"ID638","BOS74320638","CHF","CURRENT","368257"
"ID639","BOS32404639","SEK","CURRENT","645840"
"ID640","BOS49425640","SEK","CURRENT","50861"
"ID641","BOS8892641","EUR","SAVINGS","59908"
"ID642","BOS37105642","USD","SAVINGS","798871"
"ID643","BOS33514643","INR","SAVINGS","110681"
"ID644","BOS8728644","SGD","SAVINGS","528952"
"ID645","BOS70616645","INR","CURRENT","183863"
"ID646","BOS57188646","USD","SAVINGS","179903"
"ID647","BOS62885647","HKD","CURRENT","690680"
"ID648","BOS88364648","GBP","CURRENT","499223"
"ID649","BOS29134649","CAD","CURRENT","976065"
"ID650","BOS6135650","INR","SAVINGS","560647"
"ID651","BOS1699651","HKD","SAVINGS","979516"
"ID652","BOS80825652","AUD","SAVINGS","267376"
"ID653","BOS60002653","CHF","CURRENT","836365"
"ID654","BOS22182654","EUR","SAVINGS","435279"
"ID655","BOS64892655","CHF","SAVINGS","277966"
"ID656","BOS9581656","INR","SAVINGS","19040"
"ID657","BOS873657","HKD","CURRENT","836305"
"ID658","BOS10560658","EUR","SAVINGS","330845"
"ID659","BOS60466659","CHF","SAVINGS","917582"
"ID660","BOS54482660","CAD","CURRENT","762521"
"ID661","BOS93337661","USD","CURRENT","726549"
"ID662","BOS96146662","SEK","CURRENT","591305"
"ID663","BOS22747663","GBP","CURRENT","62644"
"ID664","BOS59120664","SEK","SAVINGS","370733"
"ID665","BOS18152665","INR","SAVINGS","677481"
"ID666","BOS50785666","HKD","CURRENT","564333"
"ID667","BOS62558667","SGD","SAVINGS","982540"
"ID668","BOS37976668","SGD","SAVINGS","170943"
"ID669","BOS55504669","CHF","CURRENT","690611"
"ID670","BOS59097670","SEK","CURRENT","730529"
"ID671","BOS56439671","INR","SAVINGS","545743"
"ID672","BOS42481672","HKD","SAVINGS","421733"
"ID673","BOS86586673","CHF","SAVINGS","984979"
"ID674","BOS43169674","CAD","CURRENT","978641"
"ID675","BOS15892675","SGD","SAVINGS","725340"
"ID676","BOS35060676","CHF","CURRENT","403206"
"ID677","BOS68640677","SGD","SAVINGS","942859"
"ID678","BOS32079678","SGD","CURRENT","245661"
"ID679","BOS71642679","CAD","SAVINGS","363972"
"ID680","BOS2620680","SGD","SAVINGS","471702"
"ID681","BOS59648681","GBP","CURRENT","581351"
"ID682","BOS53287682","HKD","CURRENT","781271"
"ID683","BOS40078683","CAD","CURRENT","844414"
"ID684","BOS38934684","CAD","SAVINGS","266722"
"ID685","BOS92012685","HKD","CURRENT","19311"
"ID686","BOS1904686","HKD","SAVINGS","230781"
"ID687","BOS29928687","AUD","SAVINGS","544936"
"ID688","BOS29334688","CAD","SAVINGS","456405"
"ID689","BOS99928689","AUD","CURRENT","230789"
"ID690","BOS34330690","INR","CURRENT","496511"
"ID691","BOS76172691","CHF","SAVINGS","192464"
"ID692","BOS34958692","INR","CURRENT","215752"
"ID693","BOS70539693","CHF","SAVINGS","701184"
"ID694","BOS29138694","CAD","SAVINGS","187799"
"ID695","BOS89288695","SEK","SAVINGS","762546"
"ID696","BOS38694696","AUD","SAVINGS","13387"
"ID697","BOS65582697","SGD","CURRENT","753874"
"ID698","BOS12652698","SGD","SAVINGS","289901"
"ID699","BOS33909699","INR","CURRENT","710109"
"ID700","BOS15649700","INR","SAVINGS","283706"
"ID701","BOS4037701","SGD","SAVINGS","796094"
"ID702","BOS37837702","SEK","CURRENT","395752"
"ID703","BOS94219703","INR","SAVINGS","127134"
"ID704","BOS79890704","INR","CURRENT","723973"
"ID705","BOS23182705","CAD","CURRENT","101643"
"ID706","BOS31120706","SEK","CURRENT","477464"
"ID707","BOS94797707","CHF","CURRENT","415253"
"ID708","BOS79185708","INR","SAVINGS","276737"
"ID709","BOS17608709","USD","SAVINGS","115827"
"ID710","BOS53806710","AUD","SAVINGS","455821"
"ID711","BOS88000711","SGD","CURRENT","781016"
"ID712","BOS33995712","HKD","CURRENT","893370"
"ID713","BOS24818713","SEK","CURRENT","484720"
"ID714","BOS86234714","USD","SAVINGS","594707"
"ID715","BOS7373715","USD","CURRENT","16130"
"ID716","BOS43887716","SEK","CURRENT","566042"
"ID717","BOS28018717","INR","SAVINGS","296514"
"ID718","BOS16032718","GBP","SAVINGS","327631"
"ID719","BOS46759719","AUD","CURRENT","517591"
"ID720","BOS18130720","GBP","CURRENT","404505"
"ID721","BOS90919721","SGD","CURRENT","917921"
"ID722","BOS73161722","CAD","CURRENT","117342"
"ID723","BOS27010723","CHF","SAVINGS","389238"
"ID724","BOS85122724","CAD","CURRENT","207901"
"ID725","BOS79410725","SGD","CURRENT","670858"
"ID726","BOS92544726","SEK","CURRENT","632880"
"ID727","BOS79229727","GBP","CURRENT","986444"
"ID728","BOS11627728","HKD","SAVINGS","371705"
"ID729","BOS56765729","INR","CURRENT","953975"
"ID730","BOS60677730","USD","SAVINGS","423822"
"ID731","BOS1551731","SGD","SAVINGS","371834"
"ID732","BOS17675732","SGD","SAVINGS","986118"
"ID733","BOS1964733","CHF","CURRENT","959148"
"ID734","BOS10027734","USD","CURRENT","767902"
"ID735","BOS33382735","INR","SAVINGS","64891"
"ID736","BOS31169736","CHF","SAVINGS","188408"
"ID737","BOS75892737","AUD","CURRENT","158529"
"ID738","BOS94082738","HKD","SAVINGS","976189"
"ID739","BOS82398739","USD","SAVINGS","687125"
"ID740","BOS55778740","USD","CURRENT","32946"
"ID741","BOS15478741","SGD","CURRENT","175380"
"ID742","BOS44127742","CAD","CURRENT","964084"
"ID743","BOS84015743","CAD","CURRENT","966880"
"ID744","BOS603744","SEK","CURRENT","897575"
"ID745","BOS46954745","AUD","SAVINGS","480093"
"ID746","BOS10073746","AUD","CURRENT","35680"
"ID747","BOS47616747","SEK","SAVINGS","615790"
"ID748","BOS68159748","HKD","SAVINGS","982379"
"ID749","BOS16019749","CAD","CURRENT","494011"
"ID750","BOS8254750","EUR","CURRENT","201925"
"ID751","BOS81997751","INR","CURRENT","574869"
"ID752","BOS82033752","GBP","CURRENT","725407"
"ID753","BOS37590753","HKD","SAVINGS","445084"
"ID754","BOS19333754","EUR","CURRENT","493030"
"ID755","BOS29043755","EUR","SAVINGS","846609"
"ID756","BOS56770756","HKD","CURRENT","41907"
"ID757","BOS45597757","AUD","SAVINGS","132299"
"ID758","BOS492758","SGD","SAVINGS","310975"
"ID759","BOS98814759","CHF","CURRENT","819354"
"ID760","BOS23920760","CHF","CURRENT","292061"
"ID761","BOS73468761","INR","SAVINGS","513435"
"ID762","BOS73195762","HKD","SAVINGS","14953"
"ID763","BOS38444763","SGD","SAVINGS","706244"
"ID764","BOS45475764","INR","SAVINGS","919519"
"ID765","BOS33699765","INR","SAVINGS","162232"
"ID766","BOS23906766","USD","SAVINGS","690192"
"ID767","BOS51036767","EUR","SAVINGS","277467"
"ID768","BOS16530768","SEK","CURRENT","34558"
"ID769","BOS35938769","AUD","CURRENT","980780"
"ID770","BOS15536770","CAD","CURRENT","260990"
"ID771","BOS69956771","AUD","SAVINGS","813587"
"ID772","BOS34075772","SEK","CURRENT","670939"
"ID773","BOS34225773","EUR","CURRENT","940308"
"ID774","BOS2632774","SGD","SAVINGS","990028"
"ID775","BOS51610775","AUD","SAVINGS","280496"
"ID776","BOS41390776","USD","SAVINGS","484293"
"ID777","BOS22611777","INR","SAVINGS","623278"
"ID778","BOS67749778","CHF","CURRENT","662299"
"ID779","BOS20306779","EUR","CURRENT","837471"
"ID780","BOS64232780","INR","SAVINGS","790932"
"ID781","BOS89998781","SEK","CURRENT","832062"
"ID782","BOS8519782","USD","SAVINGS","349918"
"ID783","BOS19653783","AUD","SAVINGS","438501"
"ID784","BOS38514784","CHF","CURRENT","21370"
"ID785","BOS65174785","INR","SAVINGS","161945"
"ID786","BOS88890786","USD","CURRENT","276800"
"ID787","BOS48558787","USD","SAVINGS","392354"
"ID788","BOS93416788","SEK","CURRENT","573951"
"ID789","BOS68001789","USD","SAVINGS","344681"
"ID790","BOS78822790","SEK","CURRENT","415655"
"ID791","BOS76568791","INR","CURRENT","213231"
"ID792","BOS95154792","CHF","CURRENT","134402"
"ID793","BOS38966793","CHF","SAVINGS","41197"
"ID794","BOS21983794","CAD","CURRENT","483544"
"ID795","BOS12477795","GBP","CURRENT","934816"
"ID796","BOS95432796","SEK","CURRENT","416205"
"ID797","BOS45535797","HKD","CURRENT","691678"
"ID798","BOS16697798","USD","CURRENT","712940"
"ID799","BOS51667799","CHF","CURRENT","144399"
"ID800","BOS10402800","SGD","SAVINGS","964507"
"ID801","BOS47377801","SGD","CURRENT","80041"
"ID802","BOS73972802","USD","SAVINGS","306397"
"ID803","BOS10145803","AUD","CURRENT","162448"
"ID804","BOS75936804","SEK","CURRENT","213980"
"ID805","BOS16873805","SGD","CURRENT","70604"
"ID806","BOS98827806","EUR","SAVINGS","458447"
"ID807","BOS59436807","CHF","SAVINGS","547660"
"ID808","BOS72118808","CAD","SAVINGS","151989"
"ID809","BOS23694809","CAD","SAVINGS","495112"
"ID810","BOS52087810","SGD","SAVINGS","195673"
"ID811","BOS71304811","GBP","SAVINGS","206763"
"ID812","BOS82625812","CAD","SAVINGS","324882"
"ID813","BOS5102813","CHF","SAVINGS","298434"
"ID814","BOS45088814","EUR","SAVINGS","840455"
"ID815","BOS45724815","SEK","CURRENT","187351"
"ID816","BOS33735816","GBP","SAVINGS","341982"
"ID817","BOS65076817","AUD","SAVINGS","776496"
"ID818","BOS6062818","SGD","SAVINGS","68740"
"ID819","BOS50466819","EUR","CURRENT","890372"
"ID820","BOS15129820","AUD","SAVINGS","994804"
"ID821","BOS29601821","EUR","CURRENT","607219"
"ID822","BOS77595822","HKD","SAVINGS","588768"
"ID823","BOS82730823","CHF","CURRENT","96547"
"ID824","BOS52909824","AUD","SAVINGS","320561"
"ID825","BOS49068825","AUD","SAVINGS","522183"
"ID826","BOS64169826","GBP","CURRENT","275203"
"ID827","BOS62753827","SEK","SAVINGS","665016"
"ID828","BOS23862828","USD","CURRENT","884692"
"ID829","BOS24721829","INR","SAVINGS","516344"
"ID830","BOS81623830","CHF","SAVINGS","262759"
"ID831","BOS13493831","INR","SAVINGS","849283"
"ID832","BOS68199832","USD","CURRENT","53811"
"ID833","BOS33398833","EUR","SAVINGS","492739"
"ID834","BOS71035834","INR","CURRENT","899889"
"ID835","BOS17970835","GBP","CURRENT","975706"
"ID836","BOS75170836","EUR","CURRENT","979967"
"ID837","BOS63122837","SGD","SAVINGS","180193"
"ID838","BOS12653838","SEK","CURRENT","295525"
"ID839","BOS19926839","SEK","CURRENT","435022"
"ID840","BOS77922840","CHF","SAVINGS","82268"
"ID841","BOS25418841","USD","CURRENT","247196"
"ID842","BOS12619842","SEK","SAVINGS","536006"
"ID843","BOS7397843","GBP","CURRENT","529315"
"ID844","BOS37847844","INR","SAVINGS","87155"
"ID845","BOS48596845","USD","SAVINGS","800274"
"ID846","BOS95831846","EUR","CURRENT","717566"
"ID847","BOS52029847","GBP","CURRENT","78569"
"ID848","BOS78351848","SGD","CURRENT","593485"
"ID849","BOS68746849","EUR","CURRENT","602014"
"ID850","BOS96779850","GBP","CURRENT","156640"
"ID851","BOS62458851","CHF","SAVINGS","39364"
"ID852","BOS53893852","CAD","CURRENT","976377"
"ID853","BOS88725853","INR","CURRENT","882511"
"ID854","BOS63216854","CHF","SAVINGS","959171"
"ID855","BOS1237855","USD","SAVINGS","160274"
"ID856","BOS53910856","CAD","CURRENT","639322"
"ID857","BOS27963857","AUD","CURRENT","203070"
"ID858","BOS1369858","AUD","SAVINGS","776406"
"ID859","BOS12960859","EUR","SAVINGS","200945"
"ID860","BOS26043860","HKD","SAVINGS","966247"
"ID861","BOS37148861","CHF","CURRENT","884864"
"ID862","BOS64634862","USD","SAVINGS","922399"
"ID863","BOS71096863","CAD","SAVINGS","768738"
"ID864","BOS45274864","SEK","SAVINGS","412985"
"ID865","BOS61021865","GBP","SAVINGS","822763"
"ID866","BOS17136866","EUR","SAVINGS","254698"
"ID867","BOS12330867","AUD","SAVINGS","880407"
"ID868","BOS9251868","GBP","SAVINGS","543362"
"ID869","BOS52228869","SGD","SAVINGS","38140"
"ID870","BOS59152870","SEK","SAVINGS","513280"
"ID871","BOS21730871","GBP","CURRENT","218971"
"ID872","BOS20796872","INR","CURRENT","935162"
"ID873","BOS56850873","INR","CURRENT","959757"
"ID874","BOS44635874","SGD","CURRENT","903444"
"ID875","BOS11657875","GBP","SAVINGS","47775"
"ID876","BOS87812876","HKD","CURRENT","693897"
"ID877","BOS86110877","CHF","CURRENT","656968"
"ID878","BOS18848878","CAD","CURRENT","605503"
"ID879","BOS49545879","GBP","SAVINGS","842978"
"ID880","BOS94541880","GBP","SAVINGS","936852"
"ID881","BOS72068881","GBP","CURRENT","935637"
"ID882","BOS41010882","SEK","CURRENT","72524"
"ID883","BOS71061883","GBP","SAVINGS","295777"
"ID884","BOS89270884","SEK","SAVINGS","748116"
"ID885","BOS71972885","CAD","CURRENT","865737"
"ID886","BOS60752886","CAD","SAVINGS","530931"
"ID887","BOS15166887","EUR","SAVINGS","887337"
"ID888","BOS57360888","SEK","SAVINGS","767550"
"ID889","BOS31250889","EUR","SAVINGS","424585"
"ID890","BOS4205890","EUR","CURRENT","123765"
"ID891","BOS58304891","USD","SAVINGS","288952"
"ID892","BOS90266892","SEK","CURRENT","417382"
"ID893","BOS86543893","HKD","CURRENT","812014"
"ID894","BOS69338894","EUR","CURRENT","913321"
"ID895","BOS5829895","INR","SAVINGS","35148"
"ID896","BOS4510896","SGD","CURRENT","725939"
"ID897","BOS87574897","CAD","CURRENT","395174"
"ID898","BOS88998898","GBP","SAVINGS","848260"
"ID899","BOS73922899","SEK","CURRENT","955762"
"ID900","BOS31810900","SGD","CURRENT","822201"
"ID901","BOS86350901","GBP","SAVINGS","749216"
"ID902","BOS91666902","CHF","CURRENT","670246"
"ID903","BOS13788903","SGD","SAVINGS","546349"
"ID904","BOS7048904","EUR","CURRENT","512964"
"ID905","BOS61405905","SEK","SAVINGS","128643"
"ID906","BOS82938906","INR","CURRENT","84910"
"ID907","BOS28631907","EUR","SAVINGS","668662"
"ID908","BOS18937908","SEK","CURRENT","882621"
"ID909","BOS84364909","HKD","CURRENT","819174"
"ID910","BOS54943910","AUD","SAVINGS","124862"
"ID911","BOS17320911","SGD","CURRENT","703068"
"ID912","BOS59927912","USD","CURRENT","195407"
"ID913","BOS88538913","USD","SAVINGS","128379"
"ID914","BOS60684914","HKD","SAVINGS","246063"
"ID915","BOS17280915","SGD","SAVINGS","890530"
"ID916","BOS14899916","EUR","SAVINGS","722752"
"ID917","BOS4275917","SEK","SAVINGS","998420"
"ID918","BOS41611918","USD","SAVINGS","711932"
"ID919","BOS32237919","AUD","SAVINGS","53968"
"ID920","BOS47361920","CAD","SAVINGS","120144"
"ID921","BOS20836921","SEK","CURRENT","187228"
"ID922","BOS31863922","INR","CURRENT","633557"
"ID923","BOS90917923","EUR","SAVINGS","967336"
"ID924","BOS52622924","CHF","CURRENT","259971"
"ID925","BOS9801925","AUD","CURRENT","444231"
"ID926","BOS57576926","SEK","CURRENT","925005"
"ID927","BOS50610927","EUR","CURRENT","235070"
"ID928","BOS50597928","INR","SAVINGS","77082"
"ID929","BOS40547929","SGD","SAVINGS","712861"
"ID930","BOS58098930","INR","CURRENT","339262"
"ID931","BOS73778931","AUD","CURRENT","143180"
"ID932","BOS83705932","GBP","CURRENT","456309"
"ID933","BOS32613933","SGD","CURRENT","632424"
"ID934","BOS81731934","USD","CURRENT","119682"
"ID935","BOS62741935","CHF","SAVINGS","245973"
"ID936","BOS51438936","SEK","SAVINGS","578859"
"ID937","BOS9022937","AUD","SAVINGS","260973"
"ID938","BOS33031938","SGD","SAVINGS","841242"
"ID939","BOS34165939","EUR","CURRENT","368817"
"ID940","BOS96931940","SGD","CURRENT","828765"
"ID941","BOS33515941","SGD","CURRENT","468626"
"ID942","BOS75591942","AUD","CURRENT","258288"
"ID943","BOS80738943","AUD","SAVINGS","502104"
"ID944","BOS28252944","AUD","CURRENT","8208"
"ID945","BOS21182945","EUR","SAVINGS","130964"
"ID946","BOS91696946","GBP","CURRENT","22179"
"ID947","BOS70808947","HKD","CURRENT","468236"
"ID948","BOS82732948","USD","CURRENT","566975"
"ID949","BOS27984949","INR","CURRENT","65999"
"ID950","BOS23086950","SGD","CURRENT","124843"
"ID951","BOS75888951","INR","SAVINGS","426755"
"ID952","BOS61259952","SEK","SAVINGS","254494"
"ID953","BOS46428953","INR","SAVINGS","214154"
"ID954","BOS94891954","SGD","SAVINGS","886650"
"ID955","BOS69824955","USD","SAVINGS","760603"
"ID956","BOS84113956","SGD","SAVINGS","568777"
"ID957","BOS32641957","CHF","CURRENT","48868"
"ID958","BOS79350958","GBP","CURRENT","349909"
"ID959","BOS36015959","USD","CURRENT","216449"
"ID960","BOS36448960","USD","CURRENT","485732"
"ID961","BOS19265961","CHF","CURRENT","869637"
"ID962","BOS45030962","AUD","CURRENT","508531"
"ID963","BOS34487963","USD","CURRENT","85762"
"ID964","BOS14846964","AUD","SAVINGS","20658"
"ID965","BOS59607965","SEK","SAVINGS","961231"
"ID966","BOS66362966","SEK","SAVINGS","267485"
"ID967","BOS14622967","SEK","SAVINGS","776696"
"ID968","BOS24422968","AUD","CURRENT","161586"
"ID969","BOS99506969","USD","SAVINGS","911462"
"ID970","BOS7977970","SGD","CURRENT","756375"
"ID971","BOS56138971","AUD","CURRENT","391902"
"ID972","BOS94285972","AUD","CURRENT","405951"
"ID973","BOS92605973","USD","SAVINGS","533487"
"ID974","BOS26531974","HKD","CURRENT","611572"
"ID975","BOS24468975","GBP","CURRENT","259187"
"ID976","BOS44074976","EUR","CURRENT","875747"
"ID977","BOS50725977","INR","CURRENT","52456"
"ID978","BOS19167978","USD","SAVINGS","243151"
"ID979","BOS46096979","EUR","SAVINGS","195359"
"ID980","BOS55173980","EUR","CURRENT","508945"
"ID981","BOS32403981","CHF","CURRENT","646294"
"ID982","BOS39827982","AUD","CURRENT","608287"
"ID983","BOS51352983","CHF","CURRENT","1779"
"ID984","BOS8574984","HKD","CURRENT","768494"
"ID985","BOS31781985","CAD","CURRENT","794446"
"ID986","BOS63347986","SEK","SAVINGS","742532"
"ID987","BOS99362987","EUR","CURRENT","244204"
"ID988","BOS26121988","GBP","CURRENT","391144"
"ID989","BOS70201989","GBP","CURRENT","40122"
"ID990","BOS13647990","USD","SAVINGS","914172"
"ID991","BOS25905991","HKD","CURRENT","466547"
"ID992","BOS33345992","INR","SAVINGS","898133"
"ID993","BOS96199993","EUR","CURRENT","876820"
"ID994","BOS78798994","EUR","CURRENT","478446"
"ID995","BOS77060995","SGD","CURRENT","493488"
"ID996","BOS44757996","EUR","SAVINGS","554594"
"ID997","BOS41306997","SGD","CURRENT","861687"
"ID998","BOS95689998","INR","SAVINGS","366251"
"ID999","BOS30305999","USD","SAVINGS","643263"
"ID1000","BOS25901000","GBP","SAVINGS","349082"
